order_id,customer_id,restaurant_name,cuisine,order_datetime,delivery_time_min,order_value,discount_percent,payment_method,rating,delivery_city,delivery_partner,food_items,restaurant_lat,restaurant_long,user_lat,user_long,cancellation_reason,refund_amount
16118,5277,SPICE VILLA,North Indian,2025-03-05 22:04:04,,NA,,Card,,Delhi,Kiran,Sushi Set,25.2088558607245,74.15486502898342,21.302096872342094,74.3660330308276,Rider unavailable,122.47
90260,4197,Café Bliss,South Indian,2025-08-30 23:17:04,44,,11.01,Net Banking,3.6,Kolkata,Fatima,Noodles,15.102225090499847,86.16415277756084,25.96732668878668,84.59966332928387,,
85001,3820,Biryani Express,Mexican,2024-12-04 17:41:04,delay,NA,6.96,Cash,,Delhi,Kiran,"Pizza, Coke",22.67948956279095,75.55328950188992,27.424789897465573,79.7051176954688,Rider unavailable,pending
75591,2548,Café Bliss,South Indian,2025-05-19 00:44:04,,549.77,32.26,UPI,five,Bangalore,Kiran,Biryani,27.29421403162275,82.61224391617961,17.711648882175155,75.62774754507402,,
70371,9586,Noodle House,Japanese,2024-12-26 22:28:04,79,894.61,,upi,five,Mumbai,Sana,South Thali,17.813620263530844,79.22709399558707,19.99244935893969,79.75854099534726,Restaurant busy,pending
11397,5057,SPICE VILLA,South Indian,2025-01-27 08:28:04,delay,266.27,,CASH,five,Pune,Deepak,Biryani,23.82432984173586,88.14372027668877,18.996937768333275,75.8654851642635,Customer Cancelled,pending
87919,9586,Noodle House,Mexican,2025-05-22 16:16:04,,,,UPI,4.0,Pune,Deepak,"Pizza, Coke",21.443631753839504,73.6373299761135,18.9384043735751,79.7799662473624,Rider unavailable,pending
47565,2494,Biryani Express,Chinese,2025-06-22 04:46:04,,NA,23.17,upi,five,Delhi,Sana,South Thali,15.66662616013777,85.72494068016383,15.79119842310612,75.72275794427193,Restaurant busy,373.0
35119,4224,Pizza Craft,South Indian,2024-11-30 17:43:04,38,970.97,,Card,,Kolkata,Sana,Sushi Set,23.090045341983497,75.98830619284624,28.385638179271925,88.27916777044398,Restaurant busy,pending
20252,5356,Kebab Street,South Indian,2025-02-16 12:14:04,,531.13,,Cash,4.6,Delhi,Kiran,South Thali,17.35548347649705,85.73934615345547,15.906829017730306,82.9024523236952,Customer Cancelled,pending
20156,3607,Spice Villa,Japanese,2025-09-05 05:45:04,,NA,,Cash,,Mumbai,Fatima,South Thali,19.662775695352877,78.77375431492327,14.421169706948263,82.0108770268509,Rider unavailable,pending
40260,6556,Spice Villa,Fast Food,2025-01-31 09:41:04,delay,1109.06,,Wallet,1.1,Kolkata,Sana,Sushi Set,17.445401845244916,82.1102201259804,26.414607282766298,84.19938551225984,Restaurant busy,0
43331,2079,Veggie Point,North Indian,2025-06-25 23:43:04,120,NA,4.73,upi,,Delhi,Rohan,"Pizza, Coke",15.06159507904794,82.56035997640087,21.112065422233137,73.69652915795776,Restaurant busy,0
51845,8970,Biryani Express,Fast Food,2025-01-10 12:43:04,delay,,13.12,Wallet,,Hyderabad,Kiran,Sushi Set,23.550312016228098,80.99278647205394,13.06531757303944,83.48906252304384,Rider unavailable,pending
14847,3503,Spice Villa,Italian,2025-10-27 03:20:04,57,395.85,8.27,upi,3.2,Kolkata,Harsh,Biryani,15.27285793054425,76.91351348152841,15.703697933846941,79.77516290638971,Rider unavailable,pending
35053,2364,burger hub,Mexican,2025-10-24 06:24:04,delay,,,Wallet,3.9,Delhi,Deepak,Sushi Set,21.16863963812375,87.856404357332,22.182180592894547,75.52659123952154,,
33750,3284,Café Bliss,Fast Food,2025-04-29 03:38:04,89,912.52,9.03,upi,,Pune,Sana,Sushi Set,25.442564048735697,77.97969065984493,18.643547193351115,78.22487931610144,Restaurant busy,166.38
99155,1200,Noodle House,Italian,2025-07-11 12:04:04,112,,16.59,UPI,five,Hyderabad,Kiran,"Burger, Fries",26.416404100170894,88.28098848194779,27.18726703581271,75.667670416486,Customer Cancelled,460.2
96616,2453,Biryani Express,ITALIAN,2025-08-22 09:24:04,22,,,Wallet,2.6,Delhi,Kiran,South Thali,21.319760593832115,73.80000370908193,17.638228347721984,86.84252849120955,Restaurant busy,697.16
43292,8656,Sushi World,ITALIAN,2024-12-23 22:03:04,29,1362.38,,Cash,five,Kolkata,Rohan,"Pizza, Coke",25.230353967142626,74.6837540548235,22.411265618735307,76.07767980703119,Customer Cancelled,603.12
31957,9868,Pizza Craft,Italian,2025-06-08 01:33:04,,NA,,Card,five,Delhi,Harsh,Biryani,15.041936549676393,86.36864156074589,27.013338152710133,75.9267840495378,Restaurant busy,667.52
68448,5841,Burger Hub,North Indian,2025-10-25 22:18:04,delay,,,upi,,Pune,Harsh,Noodles,20.179002331913715,85.87713609724041,26.52348536314384,87.89214009703977,Restaurant busy,pending
65026,1365,SPICE VILLA,Fast Food,2025-09-04 07:31:04,,292.87,,Wallet,five,Hyderabad,Harsh,Biryani,21.83041485613938,82.6070556229178,24.779777839246133,84.00315226936814,Restaurant busy,158.5
14518,1157,Kebab Street,Japanese,2024-12-18 23:16:04,,NA,,UPI,five,Kolkata,Sana,South Thali,23.451143214775705,77.27503967819352,18.828099199560207,83.33824323881124,,
89776,8160,Kebab Street,ITALIAN,2025-02-07 18:48:04,delay,NA,,CASH,five,Hyderabad,Fatima,South Thali,19.84429271970312,82.75025069517608,13.384057463078095,75.07052276524483,Customer Cancelled,0
76583,7925,Tandoori Nights,Chinese,2025-04-05 13:32:04,,NA,25.59,Wallet,five,Delhi,Rohan,Sushi Set,18.37786959430528,82.94057192898096,19.861287944775256,83.80200539374913,,
82463,1996,Veggie Point,Chinese,2025-05-31 07:31:04,delay,1627.87,30.8,UPI,3.6,Delhi,Sana,Noodles,28.256446443597095,80.75912483451641,21.557207984686848,81.35465438797688,Customer Cancelled,0
54208,2310,Spice Villa,South Indian,2025-04-25 19:31:04,delay,1797.66,,CASH,five,Hyderabad,Rohan,Biryani,24.535155555489546,86.18694284663395,25.459780782476116,81.15917210597188,Customer Cancelled,pending
11738,9777,Veggie Point,ITALIAN,2025-09-28 11:33:04,,NA,,UPI,3.6,Delhi,Sana,"Pizza, Coke",22.672462066490006,74.24575171308888,24.48221602116132,83.69832308726207,Customer Cancelled,pending
91755,2875,Noodle House,Mexican,2025-03-12 09:30:04,,NA,1.34,Card,five,Delhi,Fatima,Sushi Set,28.152952693586766,76.64655286437046,15.201842585029404,83.17014970633939,Customer Cancelled,0
15139,9574,Veggie Point,Italian,2024-12-16 03:40:04,,,,Cash,five,Pune,Harsh,South Thali,15.032417349392478,82.36031624175567,27.93336238728039,87.28848824640633,,
40854,6848,burger hub,Chinese,2025-01-11 05:28:04,delay,,,Wallet,,Mumbai,Kiran,South Thali,23.3553775421885,88.0801284527139,13.56535324484804,80.10868944758433,Customer Cancelled,0
33109,6401,Noodle House,Fast Food,2025-11-04 18:36:04,48,NA,,CASH,1.8,Mumbai,Amit,"Burger, Fries",15.13395405540489,79.29106047641925,21.52207613975171,77.6432090079048,,
26193,6227,burger hub,north indian,2025-02-21 03:35:04,delay,NA,,UPI,3.0,Mumbai,Sana,Biryani,21.29927509301784,73.37167784761458,16.233273283737084,85.82634348755666,Restaurant busy,0
14427,3940,Tandoori Nights,North Indian,2024-12-24 04:50:04,delay,,21.94,Card,,Kolkata,Kiran,Sushi Set,15.967008155452008,79.76534616978358,26.727950708557053,78.02524692155207,Restaurant busy,357.23
78797,4231,burger hub,Japanese,2025-02-25 09:44:04,,NA,27.78,upi,4.1,Bangalore,Deepak,"Pizza, Coke",26.830012864574698,77.89238816353166,20.216746532131395,78.97297447158059,,
82439,4797,Pizza Craft,North Indian,2025-08-26 16:17:04,21,,,Net Banking,five,Hyderabad,Sana,"Burger, Fries",17.429435508070192,77.6078379808962,18.345071101066424,86.2625189650862,Restaurant busy,pending
20640,2619,Biryani Express,Mexican,2025-11-05 06:12:04,,,,Cash,five,Mumbai,Sana,"Burger, Fries",18.331855182655673,86.11002514875358,17.0826545954426,87.19208066966624,Rider unavailable,146.6
15983,5928,Tandoori Nights,Mexican,2025-09-27 13:53:04,101,,,Card,five,Kolkata,Deepak,Sushi Set,16.045296489861094,77.17319944313617,21.11986175947821,76.8659891775174,,
92907,5872,Café Bliss,Mexican,2025-08-14 13:46:04,delay,661.21,8.86,Cash,five,Mumbai,Amit,Biryani,13.084920753595176,75.37047203421164,16.38319938866602,84.79489104819208,,
91422,7503,Noodle House,South Indian,2025-01-04 03:13:04,,,,Cash,,Bangalore,Kiran,Sushi Set,28.1666457226028,82.42091168152335,24.9959782388469,77.74606003589456,,
76824,5056,Pizza Craft,north indian,2025-01-01 16:01:04,delay,,,CASH,five,Kolkata,Harsh,Biryani,18.356080358959165,86.14599846641009,27.514937425733297,75.41376947747739,Customer Cancelled,pending
49208,9277,Pizza Craft,Italian,2024-12-22 09:44:04,63,,,Cash,five,Bangalore,Amit,"Burger, Fries",18.867744425109493,86.82939642841724,26.97141930564991,77.78912973889719,Customer Cancelled,423.0
27478,2344,burger hub,north indian,2025-04-30 14:08:04,delay,143.0,,upi,4.0,Delhi,Deepak,Noodles,15.39998125596369,87.61442065928928,17.286169658535776,82.71977537221416,Rider unavailable,pending
34525,9768,Kebab Street,Chinese,2025-11-20 14:26:04,,NA,,Cash,1.8,Mumbai,Kiran,"Pizza, Coke",20.669975014597654,82.28442877778252,23.213814028045096,85.52278082015359,Restaurant busy,0
84547,4646,Burger Hub,north indian,2025-06-06 20:03:04,98,NA,3.42,Net Banking,,Mumbai,Fatima,"Burger, Fries",16.822211317791943,83.52464506870203,28.169642728893358,87.58468502606789,,
85131,4577,Burger Hub,Mexican,2025-07-13 18:47:04,,1082.34,,Cash,,Pune,Deepak,South Thali,16.493575049436345,75.11716821315063,21.49795006041854,81.40477305384742,,
65136,1199,Veggie Point,Japanese,2025-10-31 02:58:04,,,,Wallet,2.5,Bangalore,Kiran,Biryani,23.14219109050355,79.3044201772919,17.139553642457287,76.38455964069047,,
90014,7743,Kebab Street,Mexican,2025-01-11 19:55:04,,,,Wallet,five,Mumbai,Sana,"Pizza, Coke",24.479504962203364,72.93148975959835,26.073741089812522,75.73746750975491,Customer Cancelled,107.16
11431,4076,SPICE VILLA,Chinese,2025-06-25 15:32:04,delay,,,UPI,3.6,Hyderabad,Rohan,South Thali,25.353829439362826,85.14729392871072,17.92485712502514,77.54998382968705,,
49002,4539,Veggie Point,Italian,2025-11-20 08:39:04,delay,NA,,CASH,five,Delhi,Sana,South Thali,25.00869519395759,80.09400431487755,23.317990414385235,88.19796982775904,Restaurant busy,540.25
46374,7309,Burger Hub,Chinese,2025-10-29 14:24:04,delay,NA,,Wallet,five,Pune,Fatima,South Thali,19.33032158604157,86.24645291012108,24.93723883231293,75.93877567095139,,
53830,5703,Pizza Craft,South Indian,2025-09-14 08:59:04,,,,Cash,,Hyderabad,Amit,"Pizza, Coke",13.78268423002925,76.50078441373086,21.24493915117587,84.9667035246895,Rider unavailable,pending
81038,8071,Pizza Craft,North Indian,2025-01-28 18:35:04,,NA,10.86,upi,4.0,Kolkata,Harsh,Biryani,15.820811822253551,78.98753870676208,14.401441850803982,87.21839575425071,Customer Cancelled,504.39
34926,5643,Spice Villa,north indian,2025-06-23 05:58:04,delay,,,Net Banking,,Delhi,Kiran,South Thali,27.96518005373471,85.06829979432852,27.786941022349243,74.62211674564816,Rider unavailable,0
55456,5451,Noodle House,north indian,2025-09-21 08:58:04,delay,647.02,26.13,Wallet,,Pune,Fatima,Biryani,18.235972184469354,79.5629648614461,17.37958008785762,74.44603573848872,Rider unavailable,473.18
67614,5711,Tandoori Nights,North Indian,2025-04-02 19:30:04,,,,upi,,Pune,Kiran,Noodles,24.32290253727333,76.09046071205232,26.74993449535524,86.25670730839774,Rider unavailable,284.72
78671,8789,Veggie Point,Mexican,2025-10-16 08:19:04,112,,8.47,Cash,,Delhi,Rohan,Biryani,23.298704628323428,74.1069206046012,24.583128063032884,84.90772860231895,Restaurant busy,pending
63706,6417,Kebab Street,Chinese,2025-08-12 06:26:04,delay,1374.17,,Wallet,2.2,Pune,Harsh,Biryani,24.120186478011068,75.56448037160884,28.49933733424784,87.66466779202402,Rider unavailable,0
71642,4455,Pizza Craft,South Indian,2025-11-02 10:04:04,52,352.64,28.05,Cash,five,Kolkata,Sana,Biryani,15.763903264693514,82.13247934066791,24.385092606685493,87.04441093935573,Rider unavailable,pending
97688,6239,SPICE VILLA,South Indian,2025-08-19 20:42:04,,NA,,Wallet,3.7,Bangalore,Rohan,Biryani,22.44119804149531,74.988626002616,20.758644258284253,74.22699364047597,,
87208,7122,Pizza Craft,Mexican,2025-08-02 08:14:04,delay,NA,,Wallet,,Kolkata,Harsh,Noodles,25.883374248852498,74.50044635614394,20.43080149496026,80.90568929840788,Rider unavailable,0
98977,2824,Veggie Point,Mexican,2025-05-08 10:28:04,44,1349.62,,CASH,five,Delhi,Deepak,"Pizza, Coke",15.486031934210288,82.19621930295082,18.07076456271815,86.1978295975047,Customer Cancelled,153.52
88948,8470,Sushi World,Fast Food,2025-07-01 18:21:04,,,,UPI,2.0,Mumbai,Rohan,"Pizza, Coke",20.802774406747773,74.72637264682045,24.823717278731053,78.12257614446101,,
29354,7553,Tandoori Nights,North Indian,2025-10-26 15:22:04,,,10.64,UPI,,Pune,Amit,Biryani,27.610502748874445,72.82943055378075,27.16482656769109,74.74138474112861,Restaurant busy,0
28862,9269,burger hub,Fast Food,2025-08-04 15:56:04,116,NA,,Card,,Mumbai,Harsh,Sushi Set,28.374096329159336,83.6288987186984,25.461433074749984,73.20734698174847,Restaurant busy,355.0
84481,2149,Spice Villa,ITALIAN,2025-02-07 05:02:04,,,,Net Banking,five,Bangalore,Amit,"Burger, Fries",24.319711698559104,76.85343041278784,23.547035769283006,85.65571265511544,Customer Cancelled,246.97
83589,2612,SPICE VILLA,Italian,2025-08-05 21:59:04,50,NA,,Net Banking,five,Hyderabad,Deepak,Noodles,14.52949192475872,76.28543099909892,26.58517512405406,74.13439596930081,Customer Cancelled,pending
68352,5793,Veggie Point,Italian,2025-08-12 06:23:04,,684.07,,UPI,,Delhi,Fatima,Noodles,22.448706905096564,82.15425433423871,25.20130601593226,73.05482960156053,Customer Cancelled,0
21320,6160,Burger Hub,Chinese,2025-07-07 01:40:04,64,1261.1,,upi,4.1,Hyderabad,Amit,"Pizza, Coke",28.317140680654852,84.00876370333725,24.07356603980214,87.48018380928252,,
60978,4435,SPICE VILLA,Japanese,2024-11-30 08:47:04,delay,1704.46,,Cash,,Mumbai,Amit,Biryani,16.53584706840551,87.81542660734362,18.7060767094178,72.93173089892605,,
20899,3794,Noodle House,Fast Food,2024-12-28 12:55:04,74,,5.38,UPI,,Pune,Rohan,"Pizza, Coke",19.800758409245994,86.70804790407351,18.878477154298555,74.5289833897145,Restaurant busy,pending
83578,7852,Pizza Craft,North Indian,2024-11-29 01:28:04,,700.84,9.2,UPI,,Pune,Amit,"Pizza, Coke",28.018568190205713,87.99599324930443,28.38004837647256,76.65865221655942,Restaurant busy,546.74
10571,6473,Café Bliss,Fast Food,2025-09-28 13:40:04,28,NA,25.05,Cash,,Mumbai,Sana,"Burger, Fries",25.84254281073249,83.53638154241528,27.44928693307694,74.7708912498098,,
91221,9247,Noodle House,ITALIAN,2025-06-18 04:20:04,delay,125.21,,CASH,1.3,Kolkata,Deepak,"Pizza, Coke",18.35244861167351,76.0253436986887,24.142160859722445,84.8743782975401,Customer Cancelled,0
25146,7676,Biryani Express,Chinese,2025-05-05 16:10:04,107,1424.54,,CASH,five,Delhi,Fatima,South Thali,22.15713941653101,83.68589073325089,12.921711438330545,73.90214962534208,Customer Cancelled,0
43235,6133,Tandoori Nights,South Indian,2025-04-08 03:14:04,,,,UPI,five,Mumbai,Kiran,"Pizza, Coke",13.000880924858633,85.36668950422299,19.6982312878393,80.39098248359628,Customer Cancelled,378.35
36272,5535,SPICE VILLA,ITALIAN,2025-05-05 18:42:04,,915.6,25.88,upi,1.4,Mumbai,Fatima,Sushi Set,15.179586294347029,79.52968722970137,14.401137817347113,87.91794919576898,Customer Cancelled,pending
27219,4031,SPICE VILLA,North Indian,2024-12-07 04:42:04,48,,0.63,Card,3.8,Bangalore,Sana,South Thali,22.872757059602627,83.10672221943642,21.053712794299752,79.06546176925829,Rider unavailable,0
52754,6491,Burger Hub,ITALIAN,2025-06-02 20:33:04,,NA,38.96,Wallet,3.5,Mumbai,Harsh,South Thali,17.201987723615133,74.4817592114761,26.821857879365545,80.4439960723196,,
50668,2890,Tandoori Nights,Fast Food,2025-02-27 00:05:04,91,,,Net Banking,five,Kolkata,Rohan,"Pizza, Coke",23.262009434590894,79.95251160605179,23.78505064129517,74.59676870961796,Rider unavailable,378.94
55509,2182,Kebab Street,ITALIAN,2025-06-28 22:02:04,delay,853.5,,CASH,2.9,Hyderabad,Harsh,Noodles,14.023464536394934,84.62486876923002,21.58443275977839,78.59129660604624,Customer Cancelled,231.64
49296,4587,burger hub,ITALIAN,2025-02-11 02:24:04,delay,,12.04,Wallet,3.0,Bangalore,Deepak,Noodles,15.777755472290327,80.80784235405831,26.29077323808165,74.11770542881558,Customer Cancelled,507.43
51313,1671,Burger Hub,Japanese,2024-12-29 15:55:04,84,NA,26.56,Wallet,five,Bangalore,Amit,Biryani,23.983344878038274,76.41438802529596,21.578217977569324,81.52700443050159,Customer Cancelled,0
46046,6305,Café Bliss,Fast Food,2025-01-01 06:56:04,,1063.88,,Cash,five,Pune,Sana,Noodles,23.51395175292715,85.91906957941818,24.137051417891463,73.65176164825613,Customer Cancelled,0
39529,1391,Tandoori Nights,ITALIAN,2025-01-18 17:21:04,delay,1015.54,,Wallet,,Bangalore,Rohan,Biryani,25.05793686432529,76.18040176539367,23.457440965557016,80.41926600731048,Customer Cancelled,pending
50102,1392,Noodle House,ITALIAN,2025-10-20 02:07:04,delay,1347.75,17.86,Card,,Pune,Sana,South Thali,21.654704158360342,87.87914309584534,18.87098022457383,87.80404552535751,Restaurant busy,345.33
61046,8569,Burger Hub,Japanese,2025-02-01 14:17:04,66,787.4,35.59,Card,five,Delhi,Amit,Noodles,28.669402621603076,84.83009587998482,27.62663020246036,81.15947972966252,Customer Cancelled,pending
72672,6787,Tandoori Nights,North Indian,2025-09-02 15:40:04,,NA,,Net Banking,1.5,Bangalore,Amit,"Pizza, Coke",24.550787160743376,82.35018051090572,21.371562758070127,86.22930459539995,,
58854,7302,Biryani Express,Italian,2025-03-04 18:38:04,delay,1790.63,,upi,,Pune,Harsh,"Burger, Fries",20.171968185487422,81.2972064316681,17.058674067875504,84.99025652344037,,
12987,3032,SPICE VILLA,Italian,2025-02-04 16:39:04,53,1725.12,,upi,,Mumbai,Amit,South Thali,25.81445887109934,73.72685223521214,28.436993017505948,82.57094467909803,Customer Cancelled,pending
47725,9318,Spice Villa,Mexican,2025-05-27 01:24:04,106,,23.5,Cash,five,Bangalore,Harsh,Sushi Set,26.375329240848703,72.97248089523298,21.73695059118957,78.0119864163255,Restaurant busy,0
35730,1116,Spice Villa,north indian,2025-07-18 19:27:04,delay,594.57,,upi,,Kolkata,Deepak,Noodles,18.32715378123669,79.7578997597387,24.714392282854206,77.0298668488671,Rider unavailable,666.55
70411,2195,Noodle House,Japanese,2025-11-18 13:55:04,92,1723.61,,CASH,,Hyderabad,Fatima,Sushi Set,20.963734348843417,76.50319349033944,26.33390086773438,87.69440541391157,Customer Cancelled,81.98
29964,8022,Café Bliss,north indian,2025-03-18 21:38:04,,1352.31,16.31,Wallet,five,Kolkata,Deepak,"Pizza, Coke",15.559161796580131,81.75848470469772,18.049130402339188,81.30033857445801,Rider unavailable,pending
39735,5099,Spice Villa,Chinese,2025-05-27 01:46:04,delay,NA,1.19,CASH,,Hyderabad,Kiran,"Pizza, Coke",17.202727400283585,81.94924325672585,21.324195315381214,73.24147329927747,,
60189,7623,Spice Villa,South Indian,2025-05-07 17:46:04,delay,NA,23.09,Card,,Pune,Amit,Biryani,23.65138683414732,78.9531382733222,20.592967193208978,81.54385081664839,Rider unavailable,0
34128,1852,Tandoori Nights,Fast Food,2025-05-18 10:08:04,47,370.46,16.86,UPI,1.6,Bangalore,Deepak,"Pizza, Coke",15.28032009249231,82.38970520208909,27.64629095821981,79.91436007908302,,
20954,3403,Café Bliss,Chinese,2025-11-06 09:06:04,69,424.71,15.63,Cash,five,Delhi,Harsh,Biryani,21.718705280265787,74.49424578444473,25.60327451127047,84.54689159088383,Restaurant busy,0
17951,9042,Café Bliss,ITALIAN,2025-01-10 22:10:04,114,,,Card,five,Kolkata,Harsh,"Pizza, Coke",12.864959798410082,83.99971635903589,13.212338430679107,82.33444361644834,Customer Cancelled,pending
73955,8332,Café Bliss,Italian,2025-07-11 20:11:04,,,,upi,,Pune,Harsh,Noodles,17.470952288411567,81.47697568920756,15.38979771859858,77.85563966346024,Customer Cancelled,450.07
38384,1585,Kebab Street,Fast Food,2025-03-19 07:03:04,delay,,,CASH,3.7,Pune,Fatima,"Pizza, Coke",25.16882701280805,75.20431516300118,28.280907297009982,83.26145487950907,Restaurant busy,184.5
15523,6883,Café Bliss,north indian,2025-09-29 07:30:04,,NA,1.13,Net Banking,4.0,Hyderabad,Harsh,Noodles,26.670411294493363,82.1589980123791,15.708857053421546,80.79699681497141,,
62639,5044,SPICE VILLA,ITALIAN,2025-08-27 01:46:04,57,NA,25.06,Cash,five,Bangalore,Sana,"Burger, Fries",21.069108633343255,73.41235319618413,22.417568078496576,76.48150442898667,Restaurant busy,pending
36922,6006,Kebab Street,ITALIAN,2025-03-02 19:38:04,101,NA,5.84,UPI,3.6,Hyderabad,Amit,"Pizza, Coke",22.669697986997694,86.19524888017021,14.102706191850626,76.44162637961664,Customer Cancelled,pending
19048,1626,Sushi World,Fast Food,2024-12-09 00:14:04,delay,,,Card,2.9,Pune,Rohan,Noodles,12.98344114822563,74.4502358912681,14.925470051329697,82.23806341451821,Rider unavailable,186.57
69000,4886,Pizza Craft,South Indian,2025-11-25 01:49:04,delay,,,Card,five,Kolkata,Deepak,"Pizza, Coke",22.52659374834326,75.3248903835787,16.726347814218183,84.08912279703841,,
89828,4145,Café Bliss,Mexican,2025-05-14 09:58:04,delay,315.79,,Card,,Hyderabad,Amit,"Burger, Fries",25.28769270813536,76.9934632681041,19.87971553749515,82.01752190840978,Restaurant busy,0
90201,3571,Kebab Street,Mexican,2025-04-05 11:07:04,17,NA,,Wallet,five,Mumbai,Fatima,"Pizza, Coke",21.041937906716974,76.24137713719317,13.715080977017665,80.88037229707602,Rider unavailable,pending
72002,5066,SPICE VILLA,South Indian,2025-02-12 12:28:04,,NA,8.93,UPI,,Bangalore,Amit,"Burger, Fries",24.552420293111844,74.52936594153773,15.719812593820702,80.86590654130028,Customer Cancelled,557.81
42008,1474,Sushi World,Italian,2025-06-30 07:34:04,,NA,36.8,Wallet,five,Hyderabad,Deepak,Noodles,13.261147691694061,77.20245122758688,28.63215977656871,86.369452778516,,
23770,1869,Noodle House,Chinese,2025-08-28 10:22:04,,NA,,upi,,Pune,Amit,"Burger, Fries",23.54420123882136,73.95517386446399,27.292930252820916,84.66597987455287,Rider unavailable,0
62558,1122,Biryani Express,north indian,2025-01-23 19:05:04,,,,Cash,five,Pune,Kiran,Noodles,20.528024996402735,78.37125344076108,26.73694054084867,80.13756614721957,,
55606,4054,Burger Hub,Italian,2025-04-20 14:01:04,,,,CASH,2.9,Bangalore,Kiran,Biryani,22.021063180583422,85.3723300705873,14.693758226550004,84.69347860661188,,
99186,2967,Noodle House,South Indian,2025-07-28 05:58:04,,,,CASH,1.7,Kolkata,Kiran,South Thali,16.83147266284882,79.22825342265675,24.082430120184277,75.58937809217161,Customer Cancelled,0
49867,1919,Noodle House,Japanese,2025-08-17 19:23:04,delay,895.1,,CASH,1.2,Pune,Rohan,Biryani,25.635767465907456,77.06961242397678,25.210829001518725,73.84670607862638,Rider unavailable,141.8
92960,9788,Spice Villa,North Indian,2024-12-09 00:59:04,delay,156.96,31.88,Wallet,five,Mumbai,Deepak,Biryani,20.413793436110318,83.2417130124855,22.48107425403865,83.3672931745755,Restaurant busy,pending
71568,6107,burger hub,Fast Food,2025-08-29 15:02:04,delay,,,Cash,3.7,Mumbai,Fatima,Sushi Set,22.997674453813843,82.59906097090376,18.77026942005516,87.14349924512041,Restaurant busy,423.61
54525,8900,Noodle House,Chinese,2025-05-12 02:58:04,,,,CASH,2.3,Hyderabad,Sana,Sushi Set,24.380464133503867,84.83121866003287,18.86838941789774,81.95831630272536,Customer Cancelled,pending
35688,9121,Café Bliss,Chinese,2025-01-08 02:44:04,85,313.48,,upi,five,Hyderabad,Rohan,South Thali,16.615752398634438,82.50188983265744,28.59344177360284,72.80717848869702,Restaurant busy,0
54700,7405,SPICE VILLA,north indian,2025-03-29 15:52:04,delay,,,upi,1.9,Kolkata,Harsh,"Burger, Fries",18.80466425181269,81.61607258434334,19.058499643796495,82.68751887744168,Customer Cancelled,0
82852,5615,Sushi World,South Indian,2025-02-08 02:54:04,24,,,Cash,five,Hyderabad,Kiran,"Pizza, Coke",25.74932181460411,77.80968666466727,20.67138392133856,77.20834094862322,Customer Cancelled,pending
77373,2656,Kebab Street,Mexican,2025-11-13 09:30:04,delay,,14.47,Card,five,Mumbai,Rohan,Sushi Set,22.86405411120575,84.7921813600405,23.388680313921007,82.50517963040254,Customer Cancelled,0
44727,9290,Noodle House,ITALIAN,2025-08-12 22:52:04,105,,,upi,,Kolkata,Kiran,"Burger, Fries",24.007756727164516,84.22320032808487,25.648230272891627,73.65016676254645,Rider unavailable,0
90515,4201,burger hub,Mexican,2024-12-13 20:01:04,delay,NA,,Cash,4.8,Kolkata,Amit,"Burger, Fries",28.48474910048556,81.49764318970733,15.973131059346123,77.22682100641735,Restaurant busy,0
87436,2196,Sushi World,Chinese,2025-07-18 05:09:04,23,,,UPI,,Hyderabad,Amit,Biryani,15.115232624063099,76.57214817444411,21.043985028914648,83.08486677421618,,
18313,4347,Sushi World,Japanese,2025-11-02 14:13:04,delay,,23.6,Wallet,3.0,Hyderabad,Deepak,"Burger, Fries",13.50493856271218,84.19386601814166,19.467178980421437,76.41351143986431,Customer Cancelled,pending
49173,9821,Tandoori Nights,Italian,2024-11-25 23:11:04,96,NA,,CASH,,Mumbai,Kiran,"Burger, Fries",16.124230026926753,79.8644204077213,27.307093226697212,74.72483367570078,,
80935,9273,Noodle House,Japanese,2025-06-03 04:40:04,,NA,,upi,five,Kolkata,Fatima,"Burger, Fries",23.607972946278398,82.9269771974822,19.50329360773518,87.25084250963823,,
30510,5712,Sushi World,Japanese,2025-01-18 16:33:04,delay,NA,35.26,Net Banking,,Kolkata,Rohan,Noodles,19.500410487417636,80.69294459972345,21.60035916516167,73.68127578870673,,
17450,2470,Noodle House,ITALIAN,2025-04-14 00:48:04,72,NA,,CASH,1.8,Hyderabad,Sana,South Thali,22.90495639330831,80.56152834154214,19.539969058107747,82.02107179899592,Restaurant busy,pending
78924,7819,Veggie Point,North Indian,2025-09-19 06:09:04,90,904.76,,Wallet,five,Mumbai,Kiran,"Burger, Fries",22.81894164857526,82.01114063539438,27.237166930116494,74.82717769007444,Restaurant busy,0
79602,8805,Biryani Express,Fast Food,2025-04-16 21:53:04,73,,36.87,Card,,Pune,Harsh,"Pizza, Coke",20.726808400852732,85.63539833742287,25.536650276600334,73.8623905052881,Customer Cancelled,0
64188,6521,Sushi World,Mexican,2025-08-19 03:23:04,64,,25.33,Card,five,Pune,Sana,"Burger, Fries",20.792627085176704,83.90383259436456,27.200702678309973,81.5536357741065,Rider unavailable,pending
24181,1783,Biryani Express,South Indian,2025-02-13 01:22:04,71,NA,,Wallet,five,Hyderabad,Rohan,"Pizza, Coke",22.077898620591945,85.1120783929079,27.603567714135394,78.15077303055158,Customer Cancelled,0
