order_id,customer_id,restaurant_name,cuisine,order_datetime,delivery_time_min,order_value,discount_percent,payment_method,rating,delivery_city,delivery_partner,food_items,cancellation_reason,refund_amount,order_date,order_hour,order_day,is_rated
80880,4442,Tandoori Nights,North Indian,2025-11-12 18:53:04,75.0,242.37,0.0,Card,5.0,Kolkata,Harsh,"Burger, Fries",No cancellation,0.0,2025-11-12,18,Wednesday,True
59320,1840,Noodle House,Japanese,2025-07-15 15:56:04,60.0,958.0,17.27,Cash,5.0,Hyderabad,Rohan,Biryani,Restaurant busy,388.34,2025-07-15,15,Tuesday,True
67333,8867,Biryani Express,Italian,2025-09-22 20:27:04,21.0,958.0,29.98,Net Banking,0.0,Mumbai,Harsh,Noodles,No cancellation,0.0,2025-09-22,20,Monday,False
90096,5408,Spice Villa,North Indian,2025-02-12 05:14:04,86.0,958.0,0.0,Cash,5.0,Kolkata,Kiran,"Pizza, Coke",No cancellation,0.0,2025-02-12,5,Wednesday,True
30159,7317,Café Bliss,South Indian,2025-11-11 04:23:04,98.0,1272.97,0.0,Upi,0.0,Kolkata,Fatima,Noodles,Restaurant busy,0.0,2025-11-11,4,Tuesday,False
87089,1745,Veggie Point,North Indian,2025-04-10 14:36:04,31.0,958.0,0.0,Net Banking,0.0,Bangalore,Amit,Sushi Set,Rider unavailable,0.0,2025-04-10,14,Thursday,False
46980,3530,Tandoori Nights,Italian,2025-05-06 23:25:04,60.0,958.0,13.2,Wallet,5.0,Kolkata,Deepak,"Burger, Fries",Rider unavailable,0.0,2025-05-06,23,Tuesday,True
71023,9048,Burger Hub,North Indian,2025-03-30 15:57:04,68.0,958.0,17.96,Net Banking,0.0,Mumbai,Harsh,Noodles,No cancellation,0.0,2025-03-30,15,Sunday,False
97544,2458,Spice Villa,Italian,2025-10-21 01:46:04,60.0,958.0,27.56,Cash,0.0,Kolkata,Rohan,Sushi Set,Rider unavailable,602.54,2025-10-21,1,Tuesday,False
14632,2033,Burger Hub,Japanese,2025-02-13 16:36:04,60.0,574.1,0.0,Cash,5.0,Pune,Amit,"Pizza, Coke",No cancellation,0.0,2025-02-13,16,Thursday,True
60293,6889,Veggie Point,Japanese,2025-10-27 20:25:04,60.0,958.0,0.0,Upi,0.0,Kolkata,Sana,"Pizza, Coke",Rider unavailable,0.0,2025-10-27,20,Monday,False
59952,4256,Café Bliss,Chinese,2025-08-21 03:41:04,47.0,958.0,16.78,Cash,0.0,Kolkata,Harsh,Sushi Set,Rider unavailable,0.0,2025-08-21,3,Thursday,False
67267,4322,Spice Villa,Japanese,2025-04-16 19:23:04,60.0,1232.94,0.0,Upi,5.0,Hyderabad,Fatima,Biryani,No cancellation,0.0,2025-04-16,19,Wednesday,True
73159,3178,Biryani Express,Italian,2025-11-10 16:07:04,60.0,604.58,0.0,Upi,5.0,Bangalore,Sana,Sushi Set,Restaurant busy,0.0,2025-11-10,16,Monday,True
54276,4368,Tandoori Nights,Italian,2025-04-09 08:41:04,60.0,154.58,0.0,Cash,2.6,Kolkata,Rohan,South Thali,Rider unavailable,270.43,2025-04-09,8,Wednesday,True
36143,5261,Noodle House,North Indian,2025-11-03 21:28:04,91.0,958.0,0.0,Net Banking,2.1,Pune,Amit,"Burger, Fries",No cancellation,0.0,2025-11-03,21,Monday,True
52638,3653,Noodle House,South Indian,2025-03-16 06:26:04,60.0,958.0,0.0,Wallet,5.0,Hyderabad,Amit,Sushi Set,Rider unavailable,139.0,2025-03-16,6,Sunday,True
16767,2178,Burger Hub,Italian,2025-07-07 22:19:04,60.0,958.0,11.88,Upi,0.0,Pune,Amit,Noodles,No cancellation,0.0,2025-07-07,22,Monday,False
61189,2287,Noodle House,Mexican,2025-05-30 14:12:04,60.0,958.0,0.0,Wallet,2.3,Hyderabad,Sana,Noodles,No cancellation,0.0,2025-05-30,14,Friday,True
28088,8995,Pizza Craft,Italian,2025-06-07 16:41:04,60.0,958.0,0.0,Net Banking,5.0,Hyderabad,Deepak,Noodles,Restaurant busy,0.0,2025-06-07,16,Saturday,True
39129,7240,Spice Villa,Mexican,2025-05-29 02:27:04,77.0,300.88,0.0,Net Banking,5.0,Mumbai,Rohan,"Burger, Fries",Rider unavailable,0.0,2025-05-29,2,Thursday,True
95425,2482,Spice Villa,Fast Food,2025-06-09 05:07:04,66.0,958.0,0.0,Net Banking,0.0,Pune,Fatima,Sushi Set,Restaurant busy,0.0,2025-06-09,5,Monday,False
26639,3200,Burger Hub,South Indian,2025-03-08 01:29:04,16.0,958.0,0.0,Upi,5.0,Mumbai,Rohan,"Burger, Fries",Rider unavailable,453.83,2025-03-08,1,Saturday,True
58829,5317,Café Bliss,North Indian,2025-04-16 07:34:04,60.0,693.99,23.06,Card,0.0,Hyderabad,Amit,"Burger, Fries",Restaurant busy,271.06,2025-04-16,7,Wednesday,False
83086,9807,Burger Hub,North Indian,2025-08-21 01:51:04,90.0,958.0,17.21,Card,0.0,Delhi,Deepak,Noodles,Rider unavailable,0.0,2025-08-21,1,Thursday,False
69953,2773,Burger Hub,North Indian,2025-10-12 03:08:04,60.0,958.0,0.0,Upi,5.0,Pune,Sana,Noodles,Restaurant busy,312.45,2025-10-12,3,Sunday,True
28093,7133,Burger Hub,Fast Food,2025-03-29 23:14:04,60.0,958.0,0.0,Upi,5.0,Mumbai,Harsh,"Pizza, Coke",Rider unavailable,0.0,2025-03-29,23,Saturday,True
87989,8402,Spice Villa,Chinese,2025-05-10 10:57:04,60.0,377.2,0.0,Wallet,5.0,Delhi,Deepak,Biryani,Customer Cancelled,157.21,2025-05-10,10,Saturday,True
31144,2512,Burger Hub,Chinese,2025-06-24 22:15:04,46.0,958.0,0.0,Upi,1.8,Delhi,Deepak,Noodles,Rider unavailable,0.0,2025-06-24,22,Tuesday,True
30225,6586,Burger Hub,Mexican,2025-10-12 00:08:04,101.0,914.25,0.0,Upi,3.8,Hyderabad,Sana,Sushi Set,No cancellation,0.0,2025-10-12,0,Sunday,True
93607,7963,Burger Hub,North Indian,2025-10-16 13:08:04,96.0,958.0,0.0,Wallet,0.0,Bangalore,Deepak,South Thali,Restaurant busy,0.0,2025-10-16,13,Thursday,False
14595,9089,Tandoori Nights,Italian,2024-12-25 04:25:04,40.0,958.0,0.0,Cash,5.0,Pune,Rohan,Biryani,Rider unavailable,0.0,2024-12-25,4,Wednesday,True
47318,7867,Veggie Point,South Indian,2024-12-13 08:54:04,97.0,518.39,0.0,Card,2.6,Mumbai,Sana,"Pizza, Coke",Restaurant busy,0.0,2024-12-13,8,Friday,True
34652,2815,Kebab Street,Italian,2025-09-07 09:02:04,60.0,1349.72,0.0,Cash,5.0,Mumbai,Kiran,Sushi Set,Rider unavailable,0.0,2025-09-07,9,Sunday,True
84131,1542,Spice Villa,Italian,2024-12-17 01:14:04,80.0,1157.87,6.78,Cash,0.0,Pune,Kiran,South Thali,Rider unavailable,0.0,2024-12-17,1,Tuesday,False
47339,3054,Biryani Express,Chinese,2025-02-12 10:21:04,60.0,958.0,27.56,Upi,0.0,Pune,Harsh,Noodles,Customer Cancelled,0.0,2025-02-12,10,Wednesday,False
45402,3158,Spice Villa,Chinese,2025-06-21 05:22:04,60.0,1420.83,0.0,Cash,4.0,Hyderabad,Fatima,"Pizza, Coke",Customer Cancelled,0.0,2025-06-21,5,Saturday,True
18443,2018,Pizza Craft,North Indian,2025-02-13 00:06:04,60.0,1146.66,25.93,Upi,0.0,Mumbai,Fatima,Biryani,Customer Cancelled,0.0,2025-02-13,0,Thursday,False
50143,5814,Spice Villa,Italian,2025-08-17 06:07:04,110.0,958.0,27.77,Cash,0.0,Bangalore,Amit,"Burger, Fries",Customer Cancelled,503.89,2025-08-17,6,Sunday,False
95653,4336,Pizza Craft,South Indian,2025-11-08 18:22:04,68.0,958.0,0.0,Card,5.0,Pune,Kiran,South Thali,Customer Cancelled,0.0,2025-11-08,18,Saturday,True
60100,5818,Biryani Express,Fast Food,2025-08-16 02:35:04,60.0,1693.31,0.0,Card,5.0,Bangalore,Fatima,"Burger, Fries",Rider unavailable,277.21,2025-08-16,2,Saturday,True
74550,4551,Kebab Street,North Indian,2025-02-02 16:34:04,60.0,958.0,0.0,Cash,0.0,Mumbai,Fatima,Sushi Set,Customer Cancelled,0.0,2025-02-02,16,Sunday,False
51865,4274,Burger Hub,Japanese,2025-01-20 07:07:04,37.0,958.0,23.5,Card,4.2,Kolkata,Amit,"Pizza, Coke",No cancellation,0.0,2025-01-20,7,Monday,True
36453,8235,Café Bliss,South Indian,2025-02-14 04:40:04,104.0,958.0,1.62,Wallet,5.0,Pune,Sana,"Burger, Fries",Customer Cancelled,0.0,2025-02-14,4,Friday,True
79180,8477,Biryani Express,South Indian,2025-06-19 16:21:04,60.0,958.0,0.0,Cash,5.0,Kolkata,Deepak,Sushi Set,Customer Cancelled,0.0,2025-06-19,16,Thursday,True
55272,9373,Café Bliss,Mexican,2025-07-10 13:53:04,60.0,958.0,0.0,Cash,3.0,Kolkata,Rohan,Sushi Set,Customer Cancelled,0.0,2025-07-10,13,Thursday,True
64554,3907,Noodle House,Mexican,2025-01-02 22:44:04,51.0,571.57,23.7,Cash,0.0,Mumbai,Amit,Biryani,Customer Cancelled,0.0,2025-01-02,22,Thursday,False
66676,4687,Biryani Express,Fast Food,2025-01-23 13:15:04,33.0,958.0,1.4,Upi,4.4,Pune,Deepak,"Pizza, Coke",Restaurant busy,0.0,2025-01-23,13,Thursday,True
73299,3612,Kebab Street,Japanese,2025-07-11 07:29:04,83.0,1559.95,0.0,Net Banking,2.1,Kolkata,Sana,Biryani,No cancellation,0.0,2025-07-11,7,Friday,True
65666,1965,Café Bliss,North Indian,2024-12-13 02:29:04,60.0,234.83,0.0,Upi,0.0,Bangalore,Harsh,Noodles,Customer Cancelled,0.0,2024-12-13,2,Friday,False
11528,2381,Burger Hub,North Indian,2025-06-25 13:56:04,60.0,958.0,8.57,Upi,5.0,Hyderabad,Amit,"Burger, Fries",Rider unavailable,619.19,2025-06-25,13,Wednesday,True
97868,7163,Tandoori Nights,Italian,2025-08-23 18:01:04,60.0,958.0,0.0,Wallet,4.0,Kolkata,Rohan,Sushi Set,Customer Cancelled,0.0,2025-08-23,18,Saturday,True
42985,6731,Pizza Craft,Italian,2025-06-22 20:27:04,60.0,958.0,0.0,Cash,4.2,Bangalore,Deepak,Biryani,No cancellation,0.0,2025-06-22,20,Sunday,True
75455,6093,Noodle House,Mexican,2025-01-30 05:16:04,60.0,151.08,0.0,Upi,0.0,Delhi,Deepak,Noodles,Customer Cancelled,581.47,2025-01-30,5,Thursday,False
78499,1321,Spice Villa,North Indian,2025-02-17 19:46:04,60.0,958.0,21.08,Upi,0.0,Mumbai,Deepak,Sushi Set,Customer Cancelled,0.0,2025-02-17,19,Monday,False
18384,6274,Burger Hub,North Indian,2024-12-14 21:03:04,60.0,1756.13,0.0,Upi,5.0,Pune,Fatima,Biryani,Customer Cancelled,505.27,2024-12-14,21,Saturday,True
60487,2949,Burger Hub,Japanese,2025-07-20 21:38:04,60.0,958.0,0.0,Cash,1.9,Pune,Rohan,"Pizza, Coke",Restaurant busy,0.0,2025-07-20,21,Sunday,True
31010,7867,Biryani Express,Chinese,2025-09-05 05:09:04,60.0,958.0,0.0,Cash,5.0,Pune,Harsh,Sushi Set,Restaurant busy,0.0,2025-09-05,5,Friday,True
87724,7278,Sushi World,Italian,2024-12-22 06:44:04,60.0,958.0,17.27,Cash,2.0,Delhi,Rohan,South Thali,Customer Cancelled,598.62,2024-12-22,6,Sunday,True
74307,9755,Spice Villa,Mexican,2024-12-02 22:49:04,60.0,1780.23,39.14,Upi,3.7,Hyderabad,Harsh,Noodles,No cancellation,0.0,2024-12-02,22,Monday,True
35464,9049,Tandoori Nights,North Indian,2025-08-18 12:52:04,60.0,597.76,0.0,Wallet,3.9,Bangalore,Deepak,"Burger, Fries",Rider unavailable,0.0,2025-08-18,12,Monday,True
41509,9790,Noodle House,Mexican,2025-08-13 05:35:04,60.0,958.0,0.0,Wallet,4.5,Hyderabad,Sana,Biryani,No cancellation,0.0,2025-08-13,5,Wednesday,True
19885,7694,Sushi World,Italian,2025-07-07 12:05:04,92.0,958.0,0.0,Net Banking,2.7,Delhi,Amit,Noodles,Customer Cancelled,0.0,2025-07-07,12,Monday,True
19080,8235,Biryani Express,Italian,2025-02-13 19:05:04,60.0,958.0,0.0,Wallet,2.2,Bangalore,Sana,Sushi Set,Restaurant busy,0.0,2025-02-13,19,Thursday,True
67001,2621,Spice Villa,South Indian,2025-01-19 02:00:04,60.0,1115.2,0.0,Wallet,0.0,Mumbai,Kiran,Noodles,Rider unavailable,352.83,2025-01-19,2,Sunday,False
43773,6373,Spice Villa,South Indian,2025-09-05 22:26:04,60.0,958.0,0.6,Upi,1.5,Hyderabad,Harsh,Sushi Set,No cancellation,0.0,2025-09-05,22,Friday,True
37624,9666,Burger Hub,Japanese,2025-03-09 05:15:04,60.0,958.0,0.0,Cash,3.8,Mumbai,Rohan,"Burger, Fries",Customer Cancelled,0.0,2025-03-09,5,Sunday,True
89599,8185,Spice Villa,North Indian,2025-03-18 06:44:04,60.0,571.57,0.0,Upi,0.0,Hyderabad,Deepak,Biryani,Customer Cancelled,540.13,2025-03-18,6,Tuesday,False
36055,9584,Kebab Street,North Indian,2025-11-11 15:17:04,60.0,958.0,0.0,Cash,2.7,Hyderabad,Amit,Biryani,No cancellation,0.0,2025-11-11,15,Tuesday,True
22853,3796,Spice Villa,Japanese,2024-12-08 20:44:04,60.0,958.0,0.22,Card,5.0,Kolkata,Amit,Biryani,Customer Cancelled,0.0,2024-12-08,20,Sunday,True
80306,1274,Veggie Point,Italian,2025-02-01 06:21:04,120.0,1151.28,0.0,Cash,0.0,Kolkata,Kiran,Biryani,No cancellation,0.0,2025-02-01,6,Saturday,False
80125,7925,Biryani Express,Italian,2025-02-10 02:06:04,90.0,288.52,12.57,Upi,4.8,Kolkata,Kiran,Sushi Set,Restaurant busy,0.0,2025-02-10,2,Monday,True
86915,7664,Café Bliss,Chinese,2025-02-11 09:37:04,15.0,1684.97,0.0,Upi,5.0,Kolkata,Kiran,"Burger, Fries",Restaurant busy,0.0,2025-02-11,9,Tuesday,True
35085,9716,Pizza Craft,North Indian,2025-02-24 20:01:04,60.0,958.0,0.0,Card,5.0,Hyderabad,Amit,Noodles,No cancellation,0.0,2025-02-24,20,Monday,True
87533,3626,Tandoori Nights,North Indian,2025-01-27 13:59:04,60.0,958.0,0.0,Cash,5.0,Hyderabad,Harsh,Biryani,Rider unavailable,237.31,2025-01-27,13,Monday,True
36292,1978,Spice Villa,North Indian,2025-06-30 21:24:04,60.0,1080.08,0.0,Upi,1.5,Hyderabad,Sana,Noodles,No cancellation,0.0,2025-06-30,21,Monday,True
41874,5544,Noodle House,Fast Food,2025-10-22 16:13:04,60.0,958.0,33.78,Net Banking,2.0,Mumbai,Rohan,"Pizza, Coke",Rider unavailable,0.0,2025-10-22,16,Wednesday,True
64326,9754,Spice Villa,North Indian,2025-03-09 12:20:04,60.0,1642.82,0.0,Wallet,5.0,Kolkata,Amit,Sushi Set,No cancellation,0.0,2025-03-09,12,Sunday,True
70272,4747,Spice Villa,Italian,2025-10-30 10:01:04,60.0,958.0,0.0,Upi,3.1,Pune,Harsh,Biryani,No cancellation,0.0,2025-10-30,10,Thursday,True
85606,6921,Veggie Point,Italian,2025-09-23 22:15:04,60.0,360.9,0.0,Net Banking,5.0,Kolkata,Deepak,Biryani,Customer Cancelled,641.19,2025-09-23,22,Tuesday,True
67661,5708,Café Bliss,Italian,2025-02-22 23:59:04,60.0,1732.7,32.97,Cash,0.0,Bangalore,Fatima,Noodles,No cancellation,0.0,2025-02-22,23,Saturday,False
21746,7766,Noodle House,South Indian,2025-01-03 19:51:04,60.0,282.43,0.0,Upi,5.0,Bangalore,Kiran,South Thali,Customer Cancelled,0.0,2025-01-03,19,Friday,True
66783,8785,Biryani Express,Italian,2025-03-13 02:05:04,60.0,958.0,0.0,Upi,5.0,Delhi,Rohan,"Burger, Fries",No cancellation,0.0,2025-03-13,2,Thursday,True
57981,7426,Veggie Point,South Indian,2025-10-17 23:49:04,60.0,958.0,17.25,Card,5.0,Bangalore,Sana,"Pizza, Coke",Customer Cancelled,0.0,2025-10-17,23,Friday,True
67515,8558,Biryani Express,Italian,2025-08-15 01:35:04,63.0,958.0,0.0,Wallet,5.0,Hyderabad,Harsh,Noodles,Rider unavailable,607.58,2025-08-15,1,Friday,True
78856,4092,Burger Hub,Japanese,2025-04-19 16:40:04,60.0,958.0,0.0,Cash,2.9,Pune,Kiran,South Thali,Customer Cancelled,0.0,2025-04-19,16,Saturday,True
11120,1074,Veggie Point,Japanese,2025-11-13 12:05:04,37.0,958.0,0.0,Upi,5.0,Bangalore,Amit,"Pizza, Coke",No cancellation,0.0,2025-11-13,12,Thursday,True
83263,9283,Sushi World,Japanese,2025-09-08 10:39:04,60.0,958.0,0.0,Wallet,5.0,Hyderabad,Fatima,Noodles,Restaurant busy,0.0,2025-09-08,10,Monday,True
56116,1120,Spice Villa,Japanese,2025-04-14 00:10:04,103.0,958.0,0.0,Cash,2.5,Hyderabad,Fatima,Sushi Set,Rider unavailable,168.83,2025-04-14,0,Monday,True
61062,7963,Burger Hub,North Indian,2024-12-23 20:21:04,60.0,881.96,0.0,Net Banking,4.7,Mumbai,Deepak,"Burger, Fries",Restaurant busy,0.0,2024-12-23,20,Monday,True
24634,5302,Burger Hub,Chinese,2025-06-30 10:05:04,70.0,958.0,0.0,Net Banking,0.0,Mumbai,Fatima,Sushi Set,Rider unavailable,695.13,2025-06-30,10,Monday,False
35833,3556,Pizza Craft,Fast Food,2024-12-18 17:28:04,60.0,958.0,17.24,Upi,0.0,Mumbai,Kiran,Noodles,No cancellation,0.0,2024-12-18,17,Wednesday,False
50256,1557,Biryani Express,North Indian,2025-09-16 18:35:04,60.0,958.0,0.0,Upi,0.0,Pune,Rohan,"Pizza, Coke",Restaurant busy,0.0,2025-09-16,18,Tuesday,False
72068,4279,Sushi World,Italian,2024-11-28 06:57:04,108.0,1462.77,0.0,Wallet,0.0,Hyderabad,Kiran,Biryani,No cancellation,0.0,2024-11-28,6,Thursday,False
68616,6734,Pizza Craft,Japanese,2025-09-17 06:19:04,60.0,442.82,37.1,Cash,4.3,Hyderabad,Rohan,"Burger, Fries",No cancellation,0.0,2025-09-17,6,Wednesday,True
32983,4029,Veggie Point,Chinese,2024-12-12 19:07:04,82.0,1345.44,0.0,Card,0.0,Hyderabad,Harsh,South Thali,Restaurant busy,0.0,2024-12-12,19,Thursday,False
16118,5277,Spice Villa,North Indian,2025-03-05 22:04:04,60.0,958.0,0.0,Card,0.0,Delhi,Kiran,Sushi Set,Rider unavailable,122.47,2025-03-05,22,Wednesday,False
90260,4197,Café Bliss,South Indian,2025-08-30 23:17:04,44.0,958.0,11.01,Net Banking,3.6,Kolkata,Fatima,Noodles,No cancellation,0.0,2025-08-30,23,Saturday,True
85001,3820,Biryani Express,Mexican,2024-12-04 17:41:04,60.0,958.0,6.96,Cash,0.0,Delhi,Kiran,"Pizza, Coke",Rider unavailable,0.0,2024-12-04,17,Wednesday,False
75591,2548,Café Bliss,South Indian,2025-05-19 00:44:04,60.0,549.77,32.26,Upi,5.0,Bangalore,Kiran,Biryani,No cancellation,0.0,2025-05-19,0,Monday,True
70371,9586,Noodle House,Japanese,2024-12-26 22:28:04,79.0,894.61,0.0,Upi,5.0,Mumbai,Sana,South Thali,Restaurant busy,0.0,2024-12-26,22,Thursday,True
11397,5057,Spice Villa,South Indian,2025-01-27 08:28:04,60.0,266.27,0.0,Cash,5.0,Pune,Deepak,Biryani,Customer Cancelled,0.0,2025-01-27,8,Monday,True
87919,9586,Noodle House,Mexican,2025-05-22 16:16:04,60.0,958.0,0.0,Upi,4.0,Pune,Deepak,"Pizza, Coke",Rider unavailable,0.0,2025-05-22,16,Thursday,True
47565,2494,Biryani Express,Chinese,2025-06-22 04:46:04,60.0,958.0,23.17,Upi,5.0,Delhi,Sana,South Thali,Restaurant busy,373.0,2025-06-22,4,Sunday,True
35119,4224,Pizza Craft,South Indian,2024-11-30 17:43:04,38.0,970.97,0.0,Card,0.0,Kolkata,Sana,Sushi Set,Restaurant busy,0.0,2024-11-30,17,Saturday,False
20252,5356,Kebab Street,South Indian,2025-02-16 12:14:04,60.0,531.13,0.0,Cash,4.6,Delhi,Kiran,South Thali,Customer Cancelled,0.0,2025-02-16,12,Sunday,True
20156,3607,Spice Villa,Japanese,2025-09-05 05:45:04,60.0,958.0,0.0,Cash,0.0,Mumbai,Fatima,South Thali,Rider unavailable,0.0,2025-09-05,5,Friday,False
40260,6556,Spice Villa,Fast Food,2025-01-31 09:41:04,60.0,1109.06,0.0,Wallet,1.1,Kolkata,Sana,Sushi Set,Restaurant busy,0.0,2025-01-31,9,Friday,True
43331,2079,Veggie Point,North Indian,2025-06-25 23:43:04,120.0,958.0,4.73,Upi,0.0,Delhi,Rohan,"Pizza, Coke",Restaurant busy,0.0,2025-06-25,23,Wednesday,False
51845,8970,Biryani Express,Fast Food,2025-01-10 12:43:04,60.0,958.0,13.12,Wallet,0.0,Hyderabad,Kiran,Sushi Set,Rider unavailable,0.0,2025-01-10,12,Friday,False
14847,3503,Spice Villa,Italian,2025-10-27 03:20:04,57.0,395.85,8.27,Upi,3.2,Kolkata,Harsh,Biryani,Rider unavailable,0.0,2025-10-27,3,Monday,True
35053,2364,Burger Hub,Mexican,2025-10-24 06:24:04,60.0,958.0,0.0,Wallet,3.9,Delhi,Deepak,Sushi Set,No cancellation,0.0,2025-10-24,6,Friday,True
33750,3284,Café Bliss,Fast Food,2025-04-29 03:38:04,89.0,912.52,9.03,Upi,0.0,Pune,Sana,Sushi Set,Restaurant busy,166.38,2025-04-29,3,Tuesday,False
99155,1200,Noodle House,Italian,2025-07-11 12:04:04,112.0,958.0,16.59,Upi,5.0,Hyderabad,Kiran,"Burger, Fries",Customer Cancelled,460.2,2025-07-11,12,Friday,True
96616,2453,Biryani Express,Italian,2025-08-22 09:24:04,22.0,958.0,0.0,Wallet,2.6,Delhi,Kiran,South Thali,Restaurant busy,697.16,2025-08-22,9,Friday,True
43292,8656,Sushi World,Italian,2024-12-23 22:03:04,29.0,1362.38,0.0,Cash,5.0,Kolkata,Rohan,"Pizza, Coke",Customer Cancelled,603.12,2024-12-23,22,Monday,True
31957,9868,Pizza Craft,Italian,2025-06-08 01:33:04,60.0,958.0,0.0,Card,5.0,Delhi,Harsh,Biryani,Restaurant busy,667.52,2025-06-08,1,Sunday,True
68448,5841,Burger Hub,North Indian,2025-10-25 22:18:04,60.0,958.0,0.0,Upi,0.0,Pune,Harsh,Noodles,Restaurant busy,0.0,2025-10-25,22,Saturday,False
65026,1365,Spice Villa,Fast Food,2025-09-04 07:31:04,60.0,292.87,0.0,Wallet,5.0,Hyderabad,Harsh,Biryani,Restaurant busy,158.5,2025-09-04,7,Thursday,True
14518,1157,Kebab Street,Japanese,2024-12-18 23:16:04,60.0,958.0,0.0,Upi,5.0,Kolkata,Sana,South Thali,No cancellation,0.0,2024-12-18,23,Wednesday,True
89776,8160,Kebab Street,Italian,2025-02-07 18:48:04,60.0,958.0,0.0,Cash,5.0,Hyderabad,Fatima,South Thali,Customer Cancelled,0.0,2025-02-07,18,Friday,True
76583,7925,Tandoori Nights,Chinese,2025-04-05 13:32:04,60.0,958.0,25.59,Wallet,5.0,Delhi,Rohan,Sushi Set,No cancellation,0.0,2025-04-05,13,Saturday,True
82463,1996,Veggie Point,Chinese,2025-05-31 07:31:04,60.0,1627.87,30.8,Upi,3.6,Delhi,Sana,Noodles,Customer Cancelled,0.0,2025-05-31,7,Saturday,True
54208,2310,Spice Villa,South Indian,2025-04-25 19:31:04,60.0,1797.66,0.0,Cash,5.0,Hyderabad,Rohan,Biryani,Customer Cancelled,0.0,2025-04-25,19,Friday,True
11738,9777,Veggie Point,Italian,2025-09-28 11:33:04,60.0,958.0,0.0,Upi,3.6,Delhi,Sana,"Pizza, Coke",Customer Cancelled,0.0,2025-09-28,11,Sunday,True
91755,2875,Noodle House,Mexican,2025-03-12 09:30:04,60.0,958.0,1.34,Card,5.0,Delhi,Fatima,Sushi Set,Customer Cancelled,0.0,2025-03-12,9,Wednesday,True
15139,9574,Veggie Point,Italian,2024-12-16 03:40:04,60.0,958.0,0.0,Cash,5.0,Pune,Harsh,South Thali,No cancellation,0.0,2024-12-16,3,Monday,True
40854,6848,Burger Hub,Chinese,2025-01-11 05:28:04,60.0,958.0,0.0,Wallet,0.0,Mumbai,Kiran,South Thali,Customer Cancelled,0.0,2025-01-11,5,Saturday,False
33109,6401,Noodle House,Fast Food,2025-11-04 18:36:04,48.0,958.0,0.0,Cash,1.8,Mumbai,Amit,"Burger, Fries",No cancellation,0.0,2025-11-04,18,Tuesday,True
26193,6227,Burger Hub,North Indian,2025-02-21 03:35:04,60.0,958.0,0.0,Upi,3.0,Mumbai,Sana,Biryani,Restaurant busy,0.0,2025-02-21,3,Friday,True
14427,3940,Tandoori Nights,North Indian,2024-12-24 04:50:04,60.0,958.0,21.94,Card,0.0,Kolkata,Kiran,Sushi Set,Restaurant busy,357.23,2024-12-24,4,Tuesday,False
78797,4231,Burger Hub,Japanese,2025-02-25 09:44:04,60.0,958.0,27.78,Upi,4.1,Bangalore,Deepak,"Pizza, Coke",No cancellation,0.0,2025-02-25,9,Tuesday,True
82439,4797,Pizza Craft,North Indian,2025-08-26 16:17:04,21.0,958.0,0.0,Net Banking,5.0,Hyderabad,Sana,"Burger, Fries",Restaurant busy,0.0,2025-08-26,16,Tuesday,True
20640,2619,Biryani Express,Mexican,2025-11-05 06:12:04,60.0,958.0,0.0,Cash,5.0,Mumbai,Sana,"Burger, Fries",Rider unavailable,146.6,2025-11-05,6,Wednesday,True
15983,5928,Tandoori Nights,Mexican,2025-09-27 13:53:04,101.0,958.0,0.0,Card,5.0,Kolkata,Deepak,Sushi Set,No cancellation,0.0,2025-09-27,13,Saturday,True
92907,5872,Café Bliss,Mexican,2025-08-14 13:46:04,60.0,661.21,8.86,Cash,5.0,Mumbai,Amit,Biryani,No cancellation,0.0,2025-08-14,13,Thursday,True
91422,7503,Noodle House,South Indian,2025-01-04 03:13:04,60.0,958.0,0.0,Cash,0.0,Bangalore,Kiran,Sushi Set,No cancellation,0.0,2025-01-04,3,Saturday,False
76824,5056,Pizza Craft,North Indian,2025-01-01 16:01:04,60.0,958.0,0.0,Cash,5.0,Kolkata,Harsh,Biryani,Customer Cancelled,0.0,2025-01-01,16,Wednesday,True
49208,9277,Pizza Craft,Italian,2024-12-22 09:44:04,63.0,958.0,0.0,Cash,5.0,Bangalore,Amit,"Burger, Fries",Customer Cancelled,423.0,2024-12-22,9,Sunday,True
27478,2344,Burger Hub,North Indian,2025-04-30 14:08:04,60.0,143.0,0.0,Upi,4.0,Delhi,Deepak,Noodles,Rider unavailable,0.0,2025-04-30,14,Wednesday,True
34525,9768,Kebab Street,Chinese,2025-11-20 14:26:04,60.0,958.0,0.0,Cash,1.8,Mumbai,Kiran,"Pizza, Coke",Restaurant busy,0.0,2025-11-20,14,Thursday,True
84547,4646,Burger Hub,North Indian,2025-06-06 20:03:04,98.0,958.0,3.42,Net Banking,0.0,Mumbai,Fatima,"Burger, Fries",No cancellation,0.0,2025-06-06,20,Friday,False
85131,4577,Burger Hub,Mexican,2025-07-13 18:47:04,60.0,1082.34,0.0,Cash,0.0,Pune,Deepak,South Thali,No cancellation,0.0,2025-07-13,18,Sunday,False
65136,1199,Veggie Point,Japanese,2025-10-31 02:58:04,60.0,958.0,0.0,Wallet,2.5,Bangalore,Kiran,Biryani,No cancellation,0.0,2025-10-31,2,Friday,True
